ad_id,cate,cate_lower,cate_upper,recommend_treatment
810020,-0.004251034983504689,-0.009354880888362591,0.0008528109213532063,False
810091,-0.0027288676537356627,-0.011297644815134348,0.005839909507663022,False
810129,-0.0005318321193030132,-0.006974963571706376,0.005911299333100348,False
810203,-0.00021144169216007853,-0.003755695729829186,0.003332812345509028,False
810207,-0.002825647819624249,-0.007423704652294174,0.0017724090130456747,False
810257,-0.0023401067897619197,-0.00702278584196785,0.00234257226244401,False
810272,-0.0016234115421132386,-0.008489306948767584,0.005242483864541105,False
810277,0.0024008709373365576,-0.002527440844651129,0.007329182719324242,False
810358,-0.001373188075614548,-0.006942552663430539,0.004196176512201442,False
810497,-0.0018638927097246985,-0.009509216125375442,0.005781430705926046,False
810500,0.0006757288697512692,-0.005805938132411236,0.007157395871913774,False
810526,-0.0010951629546094598,-0.007530210640003726,0.0053398847307848055,False
810540,-0.005481656486303486,-0.012514854192201122,0.001551541219594151,False
810556,-0.003848265982064466,-0.008204125455525003,0.0005075934913960712,False
810575,6.886669294511652e-05,-0.008716212679335757,0.00885394606522599,False
810631,-0.0015631397247430373,-0.008336006430185188,0.005209726980699112,False
810717,-0.004584404298646738,-0.00917658268027709,7.774082983614226e-06,False
810745,-0.0025408425350320787,-0.006148746945577329,0.0010670618755131713,False
810781,-0.0016428101003844132,-0.007608578432249489,0.004322958231480663,False
810794,-0.0007810933871515948,-0.006971340676425698,0.005409153902122507,False
810795,-0.003581250174453271,-0.008312593770527316,0.0011500934216207709,False
810855,-0.002255188775439253,-0.007718006472522193,0.0032076289216436842,False
810927,-0.002399804624325266,-0.006295942982797497,0.0014963337341469675,False
810929,-0.0015933120545248427,-0.009299076213954502,0.006112452104904815,False
810960,-0.0009102142745705539,-0.005991344170484864,0.004170915621343754,False
810981,0.00040792393570534706,-0.005067676111168773,0.005883523982579466,False
810997,-0.0016545403231452305,-0.006557007684834753,0.0032479270385442913,False
811102,-2.0584653571044586e-05,-0.004541329710403711,0.004500160403261621,False
811126,-0.002619220388949903,-0.007113903593682645,0.0018754628157828402,False
811177,-0.0017644015985583128,-0.010182589355228238,0.006653786158111607,False
811219,0.0010831615540317615,-0.005102982307037357,0.00726930541510088,False
811221,-0.0015105422655799653,-0.005346234143188783,0.0023251496120288524,False
811330,-0.0012615189743654565,-0.004930780230765695,0.002407742282034782,False
811361,3.400303372425133e-05,-0.008024362285979877,0.00809236835342838,False
811387,-0.001679436312406522,-0.006459805859794767,0.0031009332349817217,False
811473,-0.0006196858066586861,-0.008313449757723254,0.007074078144405881,False
811484,-0.002415759672082544,-0.011668568043065245,0.006837048698900155,False
811492,0.006625204967023553,0.0005910383532432631,0.012659371580803836,True
811504,-0.0021647047665308817,-0.007388575697362128,0.0030591661643003614,False
811555,0.0007649877122347493,-0.007052952227835671,0.008582927652305169,False
811564,0.0020482246248818914,-0.003228249429087582,0.0073246986788513616,False
811570,0.0015616156804362975,-0.007616737166355613,0.010739968527228206,False
811584,-0.004312237175271018,-0.00861976407684741,-4.710273694628377e-06,False
811659,-0.0006539072814307371,-0.006503140276212434,0.005195325713350959,False
811728,-0.0026767212679129422,-0.008474137146207587,0.0031206946103816986,False
811735,-6.087126606506949e-05,-0.004883303035528048,0.0047615605033979064,False
811746,-0.000337687194804071,-0.005344553673582649,0.004669179283974505,False
811751,-0.0014311253751838585,-0.005507328943238369,0.002645078192870652,False
811752,-0.002856587096177419,-0.008730310953592557,0.0030171367612377158,False
811761,0.0012054893058568597,-0.0027486218774117315,0.00515960048912545,False
811788,-0.0007170112494530987,-0.004006258966213201,0.002572236467307004,False
811808,-0.003906331951637207,-0.009298138971510198,0.0014854750682357825,False
811826,-0.006580099219393088,-0.011930483316161974,-0.001229715122624206,False
811832,-0.0012808747062967893,-0.0075814383762555495,0.005019688963661968,False
811869,-0.0006686107197298404,-0.004204542336414319,0.0028673208969546378,False
811870,-0.005365639498706225,-0.00906085286743109,-0.001670426129981363,False
811875,-0.0019720797194536957,-0.007388410975974962,0.0034442515370675685,False
812027,0.005684128176806297,-0.004499672723426631,0.015867929077039232,False
812086,-0.0008963858861924365,-0.010478229208578861,0.008685457436193986,False
812128,0.002450331262985249,-0.0032011739575005973,0.008101836483471092,False
812160,0.0008274394451729969,-0.004314892398954841,0.0059697712893008355,False
812186,-0.0007276752785565229,-0.004707904539911874,0.0032525539827988267,False
812268,-0.0016256457224574307,-0.0073985667879102645,0.004147275342995402,False
812286,-0.0010694171774132874,-0.004962808827669594,0.002823974472843018,False
812355,0.0031544190517442234,-0.008899307140022105,0.015208145243510548,False
812382,1.0273635391474435e-06,-0.004478026195475511,0.004480080922553805,False
812394,0.006145075059863071,-0.002075816353233683,0.01436596647295982,False
812395,-0.0008308504115283846,-0.004602995422455883,0.0029412945993991147,False
812397,-0.0029814815612351706,-0.008261604650170435,0.002298641527700089,False
812419,0.0001347540742904394,-0.005883524401491436,0.0061530325500723125,False
812433,-0.0012215192265412672,-0.006898690110501456,0.004455651657418919,False
812481,0.005057726153106538,-0.004071842464661665,0.014187294770874746,False
812502,-0.002066882928317202,-0.007277210988415323,0.00314344513178092,False
812648,-0.0005941212860406842,-0.0069059489640251725,0.0057177063919438015,False
812700,-0.001806427133888572,-0.009036513315965137,0.005423659048187992,False
812717,0.004424263371413151,-0.005827613709116412,0.014676140451942713,False
812778,0.0002444292985060921,-0.005767610882590322,0.006256469479602505,False
812796,0.010026592602692223,0.0014860311147306404,0.018567154090653806,True
812976,-0.002590409714733959,-0.006377922066680283,0.0011971026372123647,False
812978,-0.0020445523734057896,-0.008001735745882949,0.003912630999071369,False
812991,-6.466965004828889e-05,-0.006500649692175413,0.0063713103920788345,False
813101,-0.0001772837452994864,-0.004066199465830284,0.0037116319752313097,False
813107,0.0005001416267893484,-0.005315265064546147,0.006315548318124841,False
813118,0.0005485378312585407,-0.007593889278544597,0.008690964941061677,False
813120,-0.0012226096259561263,-0.008644538342557472,0.006199319090645217,False
813125,0.004976903059139377,-0.004271905205905587,0.014225711324184334,False
813261,-0.005187226696035076,-0.010785350124434056,0.0004108967323639013,False
